"Date","Price","Open","High","Low","Change %"
"Nov 29, 2013","7.7528","7.7520","7.7532","7.7519","0.00"
"Nov 28, 2013","7.7525","7.7528","7.7534","7.7517","-0.01"
"Nov 27, 2013","7.7530","7.7522","7.7531","7.7513","0.01"
"Nov 26, 2013","7.7523","7.7527","7.7530","7.7516","-0.01"
"Nov 25, 2013","7.7527","7.7520","7.7531","7.7518","-0.01"
"Nov 22, 2013","7.7531","7.7523","7.7543","7.7515","0.01"
"Nov 21, 2013","7.7525","7.7514","7.7530","7.7510","0.01"
"Nov 20, 2013","7.7517","7.7514","7.7521","7.7509","0.00"
"Nov 19, 2013","7.7516","7.7521","7.7528","7.7509","-0.01"
"Nov 18, 2013","7.7523","7.7535","7.7539","7.7515","-0.02"
"Nov 15, 2013","7.7539","7.7530","7.7548","7.7528","0.00"
"Nov 14, 2013","7.7537","7.7531","7.7538","7.7525","0.01"
"Nov 13, 2013","7.7532","7.7528","7.7536","7.7523","0.00"
"Nov 12, 2013","7.7530","7.7524","7.7535","7.7520","0.00"
"Nov 11, 2013","7.7527","7.7516","7.7534","7.7511","0.01"
"Nov 08, 2013","7.7517","7.7517","7.7520","7.7510","0.00"
"Nov 07, 2013","7.7516","7.7517","7.7521","7.7510","0.00"
"Nov 06, 2013","7.7516","7.7515","7.7522","7.7510","-0.00"
"Nov 05, 2013","7.7518","7.7518","7.7522","7.7509","0.00"
"Nov 04, 2013","7.7518","7.7522","7.7527","7.7512","-0.00"
"Nov 01, 2013","7.7521","7.7531","7.7536","7.7515","-0.01"
"Oct 31, 2013","7.7530","7.7532","7.7540","7.7523","-0.01"
"Oct 30, 2013","7.7534","7.7531","7.7540","7.7520","-0.00"
"Oct 29, 2013","7.7535","7.7532","7.7538","7.7522","0.00"
"Oct 28, 2013","7.7534","7.7533","7.7540","7.7526","-0.01"
"Oct 25, 2013","7.7538","7.7536","7.7548","7.7526","-0.01"
"Oct 24, 2013","7.7543","7.7532","7.7557","7.7519","0.01"
"Oct 23, 2013","7.7533","7.7523","7.7534","7.7515","0.01"
"Oct 22, 2013","7.7526","7.7521","7.7532","7.7518","0.00"
